score_raw,score_transform
931.205141953747,896.80068045918
928.439600346666,879.209989973978
927.199249648482,870.153911632532
922.213944385078,851.509753230915
919.655805269669,842.240773356114
918.175418762513,836.919421294242
917.255078473041,833.321963109562
916.273640947014,828.059241754655
915.194172986487,823.005209422284
913.67156356934,817.072895909978
913.37772865292,813.669395829838
913.118978340873,810.803752302743
912.261005512003,807.878159665474
911.874391034804,805.692697832642
910.922176787343,802.128479752378
910.814250471979,801.69581358818
910.691768115196,801.320693189266
910.246895348564,799.133254765994
910.179421471422,798.015947591472
909.217363087675,793.780838292373
908.288926651475,791.258373086777
908.056131936555,790.385866867726
907.634759536406,788.871144810258
907.317591235992,787.606995289319
906.586757598652,784.670886024108
905.980505766731,782.551606871521
905.897258183924,781.649471463314
905.020711328175,779.315410395982
904.86875485464,777.92450294769
904.52619586001,775.986846642979
904.234739177225,774.83247681086
903.887289139967,773.091754219801
903.653436885841,771.761204549607
903.622458069341,771.350717384071
903.045209611889,769.64755617429
902.908341072763,768.793568388869
902.726067721041,767.11264582571
902.602365412991,766.472460214283
902.211317092095,765.002039716411
901.570039394863,763.180878824326
901.455809313103,762.747055740459
900.90814806009,760.848116845975
900.495088439162,759.128393259974
900.459740235528,758.919719147684
900.129724108465,757.789093066704
899.747555451032,755.975597555645
899.470552156547,754.522603079786
899.129916313788,753.270477711081
898.584276001797,751.855758506807
897.936259456976,748.922129478491
897.519040679627,747.828681206779
897.258712209803,746.567632838288
897.077106086647,745.601875464136
896.73570816051,744.639901092793
896.27615450223,743.523115449265
896.122249149164,743.08029920769
895.121035841424,740.419882306478
894.622669988492,738.946074884114
894.208863116182,737.787346538381
893.967254740357,737.186797931585
893.924975204186,737.017521983484
893.828940060768,736.430234864858
893.641187927512,735.763969690131
893.558414062355,735.514518336265
893.517676178759,735.115984942762
893.39642951784,734.523092822542
893.079496360119,733.558846957287
892.652454958783,732.35461979279
892.572579477562,731.906651282999
892.307418034257,730.238331498344
892.088627630337,729.573448594437
891.147030726604,727.38648449389
891.087735172347,726.957194249729
890.576382090716,724.995018623854
890.25412852157,723.940375025498
890.056843889742,723.345233799642
889.918497175078,722.389751158194
889.633940685203,721.530716599702
889.365540963519,720.367647834317
889.179352676166,719.832097002881
889.0759512235,719.537569911364
889.035676392222,718.943171996008
888.761921805748,717.756465663734
888.436266815263,716.977090982683
888.397089707812,716.647084519481
888.227746791714,715.958453990746
888.063972813743,715.359087057682
887.650528370859,713.976294543292
887.418004508562,713.190840737213
887.267229332955,712.432105740707
887.027738394098,711.681660607803
886.962823732981,711.394974382559
886.822156984159,710.937847160727
886.792585293551,710.737999552964
886.702118193959,710.485902864725
886.631962628016,710.204118882142
885.968661158593,708.785206894193
885.952645901088,708.74488334569
885.49766107316,707.613261113031
885.351945408878,707.095636651401
885.274541167632,706.62065019976
885.061789210204,705.834137320278
884.433996399619,703.720570356169
884.293980978594,703.424944183054
884.151232846112,702.15730107805
884.072051169676,701.679784182369
883.79132787658,701.098740982716
883.66552110755,700.391155995629
883.415142266101,699.832380640923
883.14346234305,699.127100481063
883.031916280484,698.622976151547
882.854089927843,697.792197298427
882.491639638888,696.892292861269
882.399469727823,696.47263570956
882.146996232236,695.929284802188
882.033141017984,695.600777575141
881.877789334693,695.122817845457
881.824277692434,694.922077564134
881.784839581058,694.721970674964
881.683422154129,694.387572302228
881.5702925879,694.040719485732
881.555111532656,693.979871609306
881.328162268678,693.300248692576
880.923959994081,692.114027906754
880.68184558551,691.439012330705
880.616259244855,691.302016066725
880.57650883558,690.943074653474
880.153813257003,689.849676094288
879.991448604717,689.500793499225
879.864453299802,689.199830839877
879.591949425998,688.481073434137
879.541372711093,688.278711495197
879.378921137225,687.661664277032
879.189384715135,687.237800599447
879.175086804008,687.129058699005
879.075571841468,686.847456136798
878.783334026481,686.09212089096
878.601103661119,685.61624501768
878.518743820676,684.952837973717
878.338062881633,684.310982602236
878.250437367539,683.836122837488
878.159893867862,683.469936928777
877.649120379018,682.085111495088
877.590597786081,681.731342900211
877.497855147246,681.005090757994
877.455129063288,680.849990195894
877.286926948081,680.370181043295
877.092807368703,679.974149859413
877.067885285557,679.903680063727
876.972846402722,679.708917851085
876.959424208508,679.527414855659
876.889123384252,678.996219747768
876.808779981265,678.761584786046
876.71502671804,678.518222600252
876.558466797585,678.11723241172
876.523483018598,677.887031381698
876.45478472256,677.5073973824
876.350708977023,677.254721300765
876.132117724862,676.675272230224
875.909646763658,676.173221739933
875.827150312558,675.735379700112
875.678601208431,675.368334396012
875.664160695877,675.285810697548
875.418491243763,674.6072344437
875.313369132979,674.372793171301
875.271392440872,674.167285691108
875.207642356652,673.938668310824
874.995365191354,673.471857695109
874.91463213295,673.245321766451
874.894195264723,673.192874094037
874.87410501564,673.113253772264
874.817328139523,672.94952555238
874.609055212851,672.449092413567
874.506289349303,672.139875644616
874.217919999736,671.35286617964
874.141792730106,671.026447367586
874.075060994529,670.797393574011
873.99916275554,670.483802693441
873.955266796811,670.352775670188
873.873152328375,670.072443267788
873.850330286745,669.991331368966
873.784316135313,669.719639871988
873.725782363701,669.553679038727
873.647343734235,669.253583135781
873.554001140744,669.05176633478
873.449403105592,668.786007126091
873.385828726735,668.402983995493
873.144026872116,667.935568549455
872.996063848718,667.544576225875
872.885459211915,667.211374087461
872.717693946409,666.729743198373
872.546832017729,666.371834808226
872.211774614856,665.597521791898
872.166656781959,665.242318761121
871.994609698329,664.678724835878
871.921061399288,664.419123186207
871.841337179248,664.135586672419
871.709456388766,663.773901813704
871.669360434602,663.459453072911
871.524128696804,662.875718628803
871.423620363179,662.682568226018
871.279941671092,662.117619034075
871.196317772161,661.926351669414
871.123199589739,661.721255570145
871.000770900049,661.421848230574
870.9206407511,661.192717186526
870.890281667063,661.023035602203
870.69683903191,660.629112381787
870.42841805347,659.974735384304
870.209760789452,659.346825007006
869.977500752858,658.852198563571
869.810800765275,658.477590061334
869.644994394055,658.084898741616
869.596901780714,657.890508842034
869.54407430036,657.648259719694
869.143888918073,656.926661161305
869.063663849348,656.586773773629
869.02101079909,656.397559334391
868.926046009706,656.1620610508
868.818552929632,655.871070418064
868.63777307834,655.307772912189
868.601776468129,655.103254005685
868.363693365728,654.666195141691
868.220009188487,654.332338274654
867.956601804642,653.491451620076
867.864447140032,653.147640190044
867.629901997126,652.578741471537
867.411546168929,651.976127891501
867.337810975485,651.679284886803
867.104690392227,651.234630765291
867.009501612917,650.902382090404
866.869253452635,650.519295662874
866.47310184051,649.624800384327
866.430261003193,649.415447015364
866.400929037448,649.255684591262
866.313581722199,648.873271011627
865.93220377623,648.18636806879
865.861010982881,647.974716516868
865.779892940402,647.604635234464
865.557424007414,647.116826779681
865.422089631887,646.828448552814
865.296274129112,646.380272256882
865.236112941369,645.882403718219
865.217295634623,645.55339913916
865.170646563389,645.433403782529
865.097001149133,645.247432515244
864.916073354236,644.757070722683
864.754871326239,644.291960539125
864.641170242886,644.008629789311
864.586388886761,643.860801624415
864.471168078962,643.548985595498
864.372341065294,643.202713887343
864.349245886814,642.973088762204
864.201716471271,642.578006148494
864.047516871005,642.110006627621
863.897253278818,641.624769375755
863.799684913586,641.310447657563
863.723596390458,641.069027375664
863.614086630109,640.807131725525
863.547860033173,640.542202716186
863.271709289329,639.998514024496
863.224522539783,639.772192425809
863.100166352437,639.324073126162
863.019598156511,639.145702173129
862.946416738633,638.999039621052
862.847052673773,638.690557089884
862.72957184467,638.4084673696
862.606015003268,638.07080392423
862.58204378195,637.583666208036
862.460780070771,637.256926162263
862.177085402792,636.69768645336
861.990459442264,636.318466357495
861.834611676004,635.561171538009
861.819183984645,635.412626376879
861.768495735522,635.217808113733
861.713296011665,634.953271020622
861.610134005293,634.711914968671
861.538107544449,634.403146798384
861.408196395864,634.135454471893
861.365960297955,633.993051515417
861.255277639505,633.63896121229
861.228867634765,633.249809644007
861.175379502464,633.116702746408
860.949536497775,632.710649841834
860.888826298295,632.490997306224
860.860648634456,632.278086276068
860.746162914838,631.99424620987
860.635027610052,631.800135520164
860.583507762263,631.597730734234
860.542261214569,631.323138217693
860.415242070057,631.035375737219
860.340579754381,630.88927646721
860.29079442812,630.738960507392
860.166531920907,630.454633545299
860.082610367351,630.257973730988
860.03322462074,630.086637083549
859.999717920336,629.978553069109
859.680357779904,629.365388941997
859.470676373891,628.915304249318
859.39574827693,628.764548534829
859.344192807788,628.545748217726
859.305423160555,628.398001542999
859.199708404618,628.17628848386
859.164658304403,627.982755268519
859.091127661669,627.700045632596
859.046754085992,627.617633882295
859.016435247898,627.542589830894
858.953220950514,627.383514552026
858.813397964907,627.007436196176
858.671628073291,626.551197870763
858.510364856057,626.271323476526
858.414447624836,625.989336905495
858.269164058998,625.573253058166
858.221547441054,625.461728974778
858.177894599599,625.309239365763
857.935324062592,624.837604567474
857.873223122531,624.660187271547
857.790362027792,624.388694753282
857.728146258775,624.209436900362
857.63562815422,623.998994056682
857.506812640432,623.784497793626
857.361481835081,623.222784973141
857.150284929683,622.768215233887
857.052991722331,622.531632299795
857.001142313359,622.39730320593
856.921826528202,622.147905319868
856.799722687947,621.816984905169
856.743877646659,621.440319212545
856.67783645788,621.260180696444
856.556823864901,621.01090240496
856.521553444382,620.879539841765
856.461748303403,620.752735776828
856.258663877362,620.349797195293
856.240756126936,620.297017215459
856.215779831739,620.131771669461
856.155143071156,619.873796856575
856.074726738623,619.636363723153
855.967327496364,619.423396061074
855.873784520797,619.17883157718
855.819879229967,619.005959761883
855.777295774712,618.912827628339
855.661438433583,618.635849679415
855.600577862304,618.397732355052
855.210559690243,617.714103653834
855.002391286188,617.256823745204
854.9767759511,617.192116373115
854.868464350108,616.950439603825
854.769733134124,616.689000489613
854.718498376036,616.574173497221
854.656428044196,616.370569542142
854.540300899097,616.106717344126
854.456664838423,615.945975402015
854.368127806996,615.737287276194
854.320187240875,615.616576098948
854.296994330908,615.406787241408
854.213542119791,615.249089828041
854.135456795186,615.104431402725
854.032118026284,614.901207004315
853.971812290179,614.661396806889
853.909179896507,614.406841609098
853.879150796247,614.311695584168
853.835060873666,614.228721388801
853.776640349073,614.046763564562
853.683528798379,613.769606851006
853.610825100931,613.617666800157
853.549910493742,613.350145910131
853.415664850242,613.093913704818
853.2888909055,612.774054146218
853.229760326798,612.652768569782
853.118234088917,612.364929936163
852.945982087291,612.028382960764
852.85666619815,611.848245707714
852.696338844444,611.549351223994
852.677638881358,611.42921774887
852.516163999956,610.996235153938
852.506419632778,610.923228907356
852.42310789005,610.743477971764
852.36106262696,610.600922700972
852.346800238487,610.57098509247
852.218382460987,610.357865507862
852.103148971283,610.139524338821
852.045520120894,610.020819308687
851.985460212903,609.605366864709
851.702771697234,609.106937453984
851.67558469011,608.975638634697
851.496639061672,608.682231031601
851.436795835521,608.531986406513
851.272444651108,608.153978386741
851.225064261432,608.063259439669
851.146801263389,607.81623274398
851.114593439599,607.742712935234
851.0642135315,607.467963551004
851.050156933323,607.167873679734
850.874509890017,606.758243444046
850.816688756167,606.571282610951
850.710182888511,606.312933119455
850.634009636011,606.138277808778
850.590846003884,606.006878963724
850.513528604883,605.850094429819
850.071201141426,605.169968162021
849.988689017068,605.014312993794
849.936688155205,604.88747892785
849.811232191309,604.585847829164
849.602683384802,604.186015927858
849.568623681288,604.097031988147
849.410245444971,603.731050489519
849.263821113356,603.392323441158
849.105790701949,603.124529616487
848.960671501211,602.79124353889
848.851232520553,602.417776420411
848.844506773585,602.378146928438
848.79825128019,602.117946222782
848.627458530434,601.823156404518
848.507340653214,601.614492353097
848.474306873168,601.386441957038
848.422101193532,601.301692074328
848.369122971397,601.148039564666
848.288634613041,600.843790883924
848.196671466764,600.647599890936
848.142850799507,600.545614487361
848.043909367195,600.319457413934
847.921547779978,599.941028157313
847.857632134143,599.692555209658
847.720193235548,599.421104666606
847.658758083423,599.318037357973
847.648689431733,599.270216373392
847.628521099489,599.208800136899
847.477636725663,598.893983784688
847.334763829487,598.560972725746
847.227655272765,598.286301585575
847.208994377885,598.226566769985
847.116871453363,598.076526670747
847.0594136507,597.981946649504
846.807984066123,597.58497679471
846.736806854645,597.342801626786
846.712212197999,597.264104220941
846.558128365218,596.951676511877
846.378386719091,596.676615634666
846.321983468072,596.559598743437
846.266931287227,596.43757556693
846.164139198691,596.216602775897
846.156858719662,596.179919676171
846.115446452515,596.019013761466
846.044708822893,595.872853964838
845.939052316543,595.657420479811
845.856737263827,595.411606419442
845.297613715881,594.470245883801
845.267736508237,594.272386796615
845.264336319598,594.264110521215
845.210811198674,594.17934264376
845.130834220998,593.979781516325
845.022755585742,593.663828166393
844.727210313757,593.136168010872
844.669521269245,592.955209108803
844.58209749858,592.609229298954
844.547022761566,592.529117413378
844.460314863169,592.332020133623
844.428553608015,592.242091011158
844.393261857369,592.161661393529
844.274499788561,591.972817530069
844.224124474746,591.803826718192
844.047853989466,591.364456090454
843.991778004927,591.221910361788
843.8952579961,591.005827443943
843.876566259443,590.892724489103
843.803028344603,590.738515019249
843.71148087337,590.530784724403
843.635576395372,590.391139089408
843.300474820565,589.836318987292
843.251354287238,589.750771111822
842.98947270161,589.347337605182
842.942749013696,589.214687108347
842.825147940262,588.932122250019
842.634207933985,588.545072501055
842.539241236498,588.368826200631
842.460194156955,588.231604431641
842.425732408846,588.137102069715
842.305390035361,587.863395086666
842.284001847007,587.735669357982
842.186258037672,587.554640714326
842.112923724398,587.416330641522
842.047007452848,587.292307797087
841.951766923336,587.117574937687
841.829025125309,586.741989682015
841.790827326632,586.612826748043
841.733729015496,586.517082673745
841.673887946805,586.282515867592
841.600398388148,586.064778302334
841.502092825786,585.879561771872
841.364368475671,585.566831325801
841.353197060667,585.547001950214
841.331485636596,585.454400947942
841.280984582765,585.337742570069
841.222485160278,585.193448717528
841.171158362373,585.101713063363
841.161185392005,585.043882492716
841.096809893671,584.876848280719
841.022245705204,584.69766747105
840.979233323548,584.574997731162
840.937455557185,584.467265255466
840.916027313829,584.313305650441
840.869502805693,584.000275382849
840.739309725009,583.605766628348
840.715708563754,583.539256386653
840.584858396903,583.321158808386
840.55548160065,583.225332434379
840.524644356643,583.160171803075
840.477970699814,583.028753226982
840.439414936229,582.877834543956
840.315469806309,582.546563511426
840.286059409983,582.386435264601
840.242289206149,582.203912302519
840.09040041736,581.926425685487
840.07293466579,581.876026296566
840.022830964296,581.727192302726
839.974234660136,581.60911792961
839.916298171848,581.46311727962
839.649182845086,581.024140674563
839.643014828789,580.98452268503
839.396914029551,580.498260197094
839.371085944127,580.346653764585
839.353261829769,580.269195871252
839.334861411972,580.174981918029
839.286974713166,580.077914741128
839.197832717583,579.871506975211
839.18495047261,579.69060423164
839.140432772573,579.561210099077
838.953623211739,579.264819267007
838.934925307977,579.174977545465
838.921241306691,579.117385865685
838.833694484426,578.914941846239
838.75287426855,578.688012890326
838.707539455066,578.369514322079
838.660000452825,578.301130929842
838.596151966453,578.162384686205
838.556175133658,578.0741982336
838.495502781656,577.977371167752
838.476392074129,577.872307884794
838.348794148484,577.589616352959
838.304287839081,577.510503764857
838.202316919999,577.238302542844
838.010529390152,576.967737163054
837.937490715757,576.736773708266
837.630721227574,576.286135552512
837.585628313246,576.171651343197
837.35342863393,575.751097301211
837.185971469503,575.312423359331
836.99900537628,574.879630558222
836.922722518838,574.581450496695
836.831480179533,574.40195671898
836.773477336438,574.276254678143
836.695408245557,574.135664280727
