prob,socre,rank
0.048633450385806,951.366549614194,843
0.0392160028269588,960.783997173041,306
0.0471163521005038,952.883647899496,798
0.0401771454316144,959.822854568386,366
0.0426253568261579,957.374643173842,548
0.0370366253686038,962.963374631396,180
0.0421726319238849,957.827368076115,517
0.06735858278022,932.64141721978,989
0.0504031234258695,949.596876574131,888
0.0394283010751802,960.57169892482,318
0.0411415714249567,958.858428575043,430
0.0376477498879743,962.352250112026,203
0.0468729119513518,953.127088048648,787
0.0417478896163611,958.252110383639,475
0.0486241825679621,951.375817432038,842
0.0423371919154544,957.662808084546,529
0.0404675145245778,959.532485475422,386
0.0362364708176053,963.763529182395,136
0.0367420501157719,963.257949884228,165
0.0433655091904292,956.634490809571,599
0.0586175368329485,941.382463167052,960
0.0476319655471303,952.36803445287,814
0.0278347617035326,972.165238296467,2
0.0421816348721588,957.818365127841,518
0.0416193389281448,958.380661071855,465
0.0392211606583332,960.778839341667,307
0.0487912337108552,951.208766289145,852
0.0484913511924133,951.508648807587,839
0.0404212296701765,959.578770329824,382
0.0526834844722768,947.316515527723,915
0.0342168416481042,965.783158351896,67
0.0419787474830118,958.021252516988,501
0.0384575095844023,961.542490415598,265
0.0392633862281049,960.736613771895,311
0.0425585845688756,957.441415431124,545
0.0473212063168476,952.678793683152,803
0.0363522364040541,963.647763595946,147
0.0525671862994181,947.432813700582,913
0.0561011152717335,943.898884728267,942
0.042781938544245,957.218061455755,559
0.036682470572353,963.317529427647,162
0.0416362941921275,958.363705807872,466
0.0311679628569995,968.832037143,18
0.0583553362970736,941.644663702927,958
0.0368454199356806,963.15458006432,171
0.0328309839055836,967.169016094416,35
0.03721348067666,962.78651932334,188
0.0412916894960578,958.708310503942,440
0.0392254837086232,960.774516291377,308
0.0487893987928287,951.210601207171,851
0.0740593932821817,925.940606717818,995
0.0397733269014838,960.226673098516,335
0.0329680284313738,967.031971568626,38
0.039808674563482,960.191325436518,341
0.0195323356578371,980.467664342163,1
0.0639110107725011,936.088989227499,978
0.0443648601978567,955.635139802143,668
0.0587340833176229,941.265916682377,961
0.0420797517795836,957.920248220416,513
0.0434090907009335,956.590909299066,602
0.04625514907102,953.74485092898,764
0.0430700505683025,956.929949431698,578
0.0389946966142237,961.005303385776,294
0.0360496463842216,963.950353615778,131
0.0449994245773932,955.000575422607,702
0.0468178854139487,953.182114586051,785
