AGE,1.05051505
BMI,0.26478565
WSTC,0.09297298
SBP,0.0183239
FBS,0.01574265
TCHOL,0.00544769
HDL,-0.019384326
HGB,0.29448469
ALT,0.03778417
EGFR,0.107935594
DRK,0.015434763
SMK,-0.002117192
Constant,-26.36685248
