AGE,1.001483848
BMI,0.234964188
WSTC,0.08798969
SBP,0.018818324
FBS,0.018025578
TCHOL,0.004154873
TG,0.006113206
HDL,-0.021453725
ALT,0.03043834
EGFR,0.086400877
DRK,0.008637777
SMK,-0.00943388
Constant,-17.88769773
