score_raw,score_transform,age
998.32865044277,1000,30
998.23180505415,905.494307135397,40
998.216993563169,895.464359587948,50
998.178863967822,877.733271696901,60
998.169258477972,872.694964413107,70
998.132627921931,854.399757853233,30
998.115654412301,843.345659176671,40
998.086143328534,834.65535973793,50
998.039110166597,827.852715032368,60
998.024619818953,823.82554173308,70
997.997500287822,812.044890754943,30
997.978873166828,807.097563400771,40
997.970455828206,805.612569713211,50
997.966431003892,803.866185927339,60
997.950976521189,800.9066722435,70
997.948541296278,799.727523973756,30
997.886232527401,791.943008984939,40
997.884620639876,791.356535056761,50
997.876067516058,787.179813683778,60
997.870677596361,785.156562901479,70
997.851799240876,782.81871001737,30
997.850285267008,782.095064462863,40
997.841796518437,779.363748954379,50
997.833842546998,777.511279473523,60
997.829479208904,776.092889806346,70
997.816806101407,771.939708764944,30
997.813216953101,770.508017905583,40
997.810642633554,769.727273916259,50
997.805170572225,768.069317367964,60
997.784279823186,764.916511859594,70
997.781435443701,764.080001119603,30
997.776424316682,762.7142778383,40
997.774780733719,762.363650268688,50
997.771007375413,761.289237695834,60
997.758972380674,759.636781032358,70
997.754814241986,757.993920845176,30
997.749983735011,757.029300057563,40
997.745316142923,755.481729053659,50
997.720069887589,752.687552381088,60
997.717629035659,751.813415269928,70
997.71497150606,751.041549189383,30
997.71165600659,750.09651838583,40
997.708934151804,749.237081469715,50
997.700435138579,747.523562532011,60
997.699199237104,747.235261313615,70
997.6937336926,745.316303603968,30
997.683273192173,743.90916932511,40
997.681441092489,743.096884498364,50
997.676621308089,742.105730928477,60
997.674434799043,741.157583460081,70
997.66957560917,739.64148794451,30
997.653314763036,737.789140099974,40
997.649231907981,736.528791356485,50
997.648262782695,736.086327823664,60
997.644587300219,735.383844857858,70
997.638319634303,734.50032128301,30
997.635897894113,733.96305082009,40
997.635013587571,733.61609133453,50
997.630753918719,733.063133150897,60
997.62020286975,731.87467448871,70
997.612745615419,730.083588592354,30
997.611332005699,729.764033478954,40
997.607792309181,728.619961509189,50
997.60156255506,726.566826755032,60
997.595119008595,725.646247690474,70
997.590563769372,723.651321006037,30
997.586654958581,722.907229009844,40
997.583742698093,721.661823171281,50
997.57816908869,720.24751687354,60
997.570828677534,719.207476563678,70
997.568100180879,718.761554394104,30
997.562974076158,717.916491326674,40
997.559239776104,717.182380773308,50
997.557893450443,716.862983746296,60
997.556616867599,716.695654407328,70
997.551641855481,716.110124816965,30
997.549000921738,715.700640032548,40
997.547823279556,715.35455753955,50
997.546209397682,715.116730989135,60
997.538442364193,713.614530031211,70
997.536909911356,713.237969122889,30
997.522687736733,710.484591405602,40
997.52063160167,709.677215464752,50
997.515756209648,708.321024216092,60
997.511728787895,707.654392796526,70
997.508820912996,707.176801130111,30
997.498284799648,705.919830085806,40
997.486089897783,704.181827397642,50
997.483002940783,703.630863622263,60
997.482076320634,703.381082039746,70
997.481659494188,703.274985673592,30
997.480701060166,703.06538172224,40
997.479239093027,702.618165909349,50
997.476957743684,702.313381410497,60
997.472489996529,701.650139516789,70
997.47211593609,701.589323171754,30
997.470421763918,701.231056858798,40
997.470016723788,701.121363107779,50
997.467450991326,700.565518453146,60
997.464826199314,699.784507580719,70
997.460726501403,698.921314469453,30
997.458221316431,698.359462911307,40
997.454242595331,697.222071176,50
997.449462505296,696.40264764077,60
997.447320418479,696.143429562149,70
997.442218323469,695.325719079025,30
997.439958894957,694.764886265445,40
997.437527881655,693.939705856657,50
997.436622322473,693.807569404171,60
997.435984453494,693.685716786324,70
997.430272422822,692.833739190396,30
997.425785210161,691.943522561536,40
997.422994092029,691.501242806437,50
997.420607273048,691.285554022237,60
997.417025047432,690.493426484593,70
997.416352139287,690.297513187152,30
997.409899077297,689.168334884211,40
997.407740052353,688.789373399619,50
997.402642319195,687.844858690779,60
997.3979057952,686.680638653103,70
997.395614597117,685.947186756436,30
997.393995359183,685.353912929438,40
997.386372064932,684.510759394582,50
997.386004801707,684.370676530866,60
997.383262313497,683.587637809224,70
997.382618189975,683.428912535052,30
997.381627859809,683.300233163729,40
997.37673775066,682.493691634693,50
997.375447831663,682.100915685466,60
997.372373086976,681.199051048342,70
997.371406494039,681.035236736744,30
997.370110706738,680.763527543002,40
997.369548934267,680.613094000873,50
997.368461157276,680.418409608794,60
997.364111614221,679.717410264035,70
997.361754022029,679.341965101029,30
997.358374914024,678.964072096894,40
997.356250928878,678.521399122958,50
997.354553502863,678.044777799026,60
997.351456107348,677.469876043457,70
997.350492136287,677.245789766892,30
997.344435567462,676.525130499619,40
997.340928161847,675.790758462201,50
