score_raw,score_transform,age
987.522346063309,1000,30
987.256300795205,980.257629177181,40
986.416044171868,953.418892027329,50
986.110308696299,944.720302728645,60
985.138475403508,926.838579686006,70
985.09553573693,925.146417531315,30
984.807202550045,918.163860023422,40
984.364294451633,911.018694480082,50
984.016644518751,904.62621158614,60
983.607004373473,894.866422809385,70
983.443366989858,891.049524788051,30
983.29053576655,886.141368753792,40
983.069149387403,877.280618473051,50
982.955793906181,872.91634053224,60
982.882424163627,867.288963647284,70
982.815569866164,866.133371090283,30
982.66850044314,856.667346267013,40
982.626059698515,853.396621255576,50
982.540616838479,850.90826708631,60
982.508594062924,849.381278207214,70
982.277862851596,841.603428704226,30
982.226586843021,840.743842473296,40
982.05410763699,837.193847342947,50
981.951665771378,835.500316020407,60
981.884465291793,832.507877010464,70
981.730662127738,826.989753026431,30
981.6816634545,823.929600151407,40
981.614489534767,821.846792348867,50
981.500317953011,819.483924479042,60
981.249543573342,815.2160803424,70
981.097085418889,811.76119974246,30
981.017025220396,810.522294355946,40
980.932906095594,809.227001247922,50
980.88813897134,807.771115857472,60
980.744184022749,805.838057407354,70
980.622305101602,803.359496250242,30
980.522692338616,801.314618911898,40
980.344874654138,797.510844353096,50
980.30965343283,796.957758841695,60
980.22904757354,795.192472864406,70
980.186538081141,794.362659172673,30
980.14662444789,793.360537069107,40
980.128593557823,792.840812689323,50
980.100511833649,791.301548675415,60
980.071139388692,790.232431379471,70
979.985931047219,788.903239045592,30
979.939166795758,787.414028625575,40
979.876481225028,786.090882242398,50
979.814290121069,784.890722326639,60
979.785787352403,783.760640475264,70
979.697015474495,780.860913483882,30
979.668528418706,780.099931719149,40
979.630765957691,779.615824041096,50
979.612541318858,779.349549904184,60
979.537201236823,777.890024074099,70
979.487120196741,777.000367522124,30
979.438011988062,775.993341965292,40
979.400390291787,775.199114581589,50
979.309474420202,773.492351483113,60
979.259765695778,772.45459306393,70
979.206790175328,771.03304202171,30
979.139585030331,768.555368436565,40
979.099906775522,767.790347641758,50
978.999134145892,765.594535271799,60
978.953033300577,764.759038037898,70
978.807810269503,762.361801443861,30
978.777021310806,761.766782637719,40
978.669783122377,760.006079153204,50
978.619016948939,759.072565204557,60
978.586359298153,758.55540876522,70
978.516628751757,756.924168967162,30
978.47837685649,755.853451606423,40
978.420601820653,754.875360836741,50
978.411885221048,754.755972154929,60
978.379552925986,754.206770486346,70
978.340766258999,753.677244494328,30
978.306374835897,753.150893113486,40
978.293229590556,752.947746870282,50
978.21679718656,751.536070711466,60
978.124655018904,749.331607185674,70
978.067590713706,748.543372047808,30
978.042974940165,747.954183859717,40
978.027479000671,747.688751939988,50
977.95571715479,746.632743761267,60
977.9116725989,745.733789432884,70
977.890832881597,745.18712427976,30
977.87869439337,744.965418639086,40
977.853626595768,744.29981045033,50
977.800023337684,742.95436430589,60
977.783397617324,742.678874119666,70
977.733966812924,742.106038767964,30
977.71207797552,741.214166589636,40
977.680003308437,740.57029495285,50
977.654186072638,740.002840347983,60
977.617730160668,739.041421488665,70
977.607654563657,738.58912783003,30
977.575905003294,737.948335375816,40
977.529774029679,737.333579712755,50
977.51103846218,736.977675821518,60
977.481785788156,736.29799402583,70
977.447476769782,735.887786261738,30
977.400937627879,735.284017162506,40
977.380953507036,734.89747159472,50
977.281590688985,733.599520968775,60
977.241506285995,733.040887720979,70
977.227129332159,732.424899595295,30
977.190334452128,731.769573112224,40
977.125409541654,730.954169198657,50
977.071692899025,730.179920608651,60
976.935388833533,728.447157821199,70
976.853915140918,727.526897201668,30
976.763930749102,726.625768341077,40
976.73378582937,726.239143575057,50
976.700964536734,725.333814965727,60
976.643598615663,724.652888827225,70
976.639758286909,724.565796500688,30
976.617118343767,724.202312022482,40
976.541689216801,723.367523650488,50
976.520408975456,722.89927903381,60
976.480853973066,722.409449554627,70
976.45474630713,721.68819186183,30
976.412066154176,720.966263372944,40
976.286912043592,719.334235403518,50
976.252393569995,718.85899788243,60
976.153767816563,717.771580552639,70
976.121727091532,717.05525301423,30
976.103658095117,716.742174356239,40
976.098843547777,716.623120967649,50
976.091002566429,716.479017900363,60
976.056346871185,715.930900811436,70
976.039630935477,715.679766858446,30
975.98831871064,714.704490201258,40
975.953108117827,714.312051855639,50
975.935152010313,714.02094621056,60
975.838715910218,712.666332326188,70
975.799895502623,712.070963853275,30
975.7349173198,711.328053581859,40
975.686557177242,710.758322091967,50
975.597619740857,709.832658554708,60
975.511154927812,708.797448401736,70
975.484950257315,708.34035172633,30
975.477002031504,708.173679129605,40
975.471456116369,708.105144986025,50
975.458557901413,707.831493745958,60
975.446309551998,707.562704058996,70
975.403237321258,707.001066188191,30
975.35010310501,706.367916741078,40
