score_raw,score_transform,age
996.325637668603,1000,30
996.093015119131,907.118512340618,40
996.017518002862,881.078514015439,50
995.90136930341,833.581187359539,60
995.715206133829,812.604752014133,70
995.669582064475,807.226595380956,30
995.63874372111,803.557020614791,40
995.428154394368,789.424218719941,50
995.405088500839,783.720551089941,60
995.371769521915,780.259853106669,70
995.354131863556,779.213403073035,30
995.333603214893,776.712409479091,40
995.321686206807,774.489973196515,50
995.260638667153,769.157197086478,60
995.241806114159,766.862596944523,70
995.231165124217,765.8539537791,30
995.223691976114,764.789927354449,40
995.207826591597,762.736193122013,50
995.205115692822,762.18253521532,60
995.196311038509,761.55984987109,70
995.183952281585,759.405289186672,30
995.143567888273,755.890646536355,40
995.116619182708,752.416826156108,50
995.089430438143,749.411606390866,60
995.077599145139,747.93866025389,70
995.037115546246,743.540132206058,30
995.02176013554,741.769893211303,40
995.000620738699,739.490224086341,50
994.989446187875,738.177997018692,60
994.981889377777,737.393303430879,70
994.97261718922,736.813276378641,30
994.948611556025,734.977198676447,40
994.939945445413,733.764502238142,50
994.926354474673,733.0280264822,60
994.914538503043,732.055986946381,70
994.901497644962,730.647481496086,30
994.870253423314,728.575315000612,40
994.850831337206,727.309888453736,50
994.838515094241,726.480158146654,60
994.831750055097,725.814387698364,70
994.815341012623,724.985481385265,30
994.809931563067,724.493114760127,40
994.802062015595,723.438327237349,50
994.773251393857,722.03418599924,60
994.770234315477,721.726294258852,70
994.760149196169,720.605967267833,30
994.752736720241,720.014214314099,40
994.725681157136,718.333994546684,50
994.714169939012,717.314418134278,60
994.702252352698,716.161331902361,70
994.69489230148,715.248442613034,30
994.680113585686,713.793051928615,40
994.673770878783,713.399931057597,50
994.660504173611,712.032736796054,60
994.647820622982,710.525383650333,70
994.637622697634,709.502816906881,30
994.630673353877,709.043617902114,40
994.615383330327,707.023877398426,50
994.610819379144,706.795809797208,60
994.584661443941,705.624985439227,70
994.570127140362,704.053426748697,30
994.546724536504,702.631831953744,40
994.531882211692,701.227847274316,50
994.529285562541,701.042127850819,60
994.512652939083,699.883621169686,70
994.505837806893,699.313208327009,30
994.504291232479,699.156495114325,40
994.50238848976,698.924129196217,50
994.497742047579,698.712692043292,60
994.49362854766,698.433144441945,70
994.48616090988,697.70670247638,30
994.471689614078,696.247389166607,40
994.466991124503,696.026960352417,50
994.463869315309,695.597157888658,60
994.461956933765,695.400393669261,70
994.458615795543,695.00622194637,30
994.455950077877,694.725313323928,40
994.439299564156,693.40302064135,50
994.435005676429,693.193602510979,60
994.432815577246,692.91346139891,70
994.429061607906,692.648449598465,30
994.42186579835,692.116932658638,40
994.406079999922,691.1495825033,50
994.399748160807,690.697129819296,60
994.397905611253,690.512147737664,70
994.393953113504,690.072441732069,30
994.380036516869,688.42466476596,40
994.368278363777,687.426799443707,50
994.360159998314,686.741864365406,60
994.352337137569,686.018926733398,70
994.347153349728,685.6484210589,30
994.341247210299,684.961247375166,40
994.332989158316,684.143633962521,50
994.317978011531,683.478900912845,60
994.312405272046,683.017945188393,70
994.306590524151,682.752281134474,30
994.293300119575,682.129104016466,40
994.286210946188,681.611431779005,50
994.283388483986,681.237994249035,60
994.282348787873,681.160078342699,70
994.272076478498,680.679966266102,30
994.267003732871,680.187985960936,40
994.258909958866,679.564157724861,50
994.25586111449,679.401290505782,60
994.249399310216,679.10715903606,70
994.243087769171,678.591405062556,30
994.241382019012,678.361909753935,40
994.238604123463,678.040341938721,50
994.235220130957,677.597255113448,60
994.227604704258,677.011653631543,70
994.224936778069,676.759849905592,30
994.218824240818,676.442659838039,40
994.213183666302,675.725722726045,50
994.205779504073,675.312085549307,60
994.201377152802,674.830999237147,70
994.193512557809,674.146917907051,30
994.190772380023,673.850255387446,40
994.174703450722,672.934991568133,50
994.173185040186,672.726534820018,60
994.167166175483,672.471926574876,70
994.157563637512,671.580456294657,30
994.154061475073,671.235065405951,40
994.14805183102,670.62246555659,50
994.143520628807,670.282567247657,60
994.139731005956,670.088297439569,70
994.131796043074,669.600725227996,30
994.114813566503,668.814434980886,40
994.113980232938,668.727331365085,50
994.110791214211,668.603739750425,60
994.105035253829,668.192865283407,70
994.099260330976,667.898569654742,30
994.096428029774,667.541486105875,40
994.091811487823,667.248064200037,50
994.07768891073,666.612663692591,60
994.074031809727,666.452685462346,70
994.071591047669,666.295528147714,30
994.065081549063,665.578512230197,40
994.059933398721,665.265808845597,50
994.055770499673,665.046688308524,60
994.04856492865,664.73929924801,70
994.040082159938,664.158493818777,30
994.034755906126,663.872469371123,40
994.030981050128,663.482146149344,50
994.024762822039,662.870216488891,60
994.017582377953,662.367725553762,70
994.011903647851,661.869615800513,30
993.998520329339,660.889019108145,40
993.99583963909,660.645759700331,50
993.994225067665,660.516656220445,60
993.984180380772,660.04778319798,70
993.974505005484,659.45757534567,30
993.973108088898,659.369165279844,40
993.965862375356,659.041647127153,50
993.961353510897,658.842082207028,60
993.955651924938,658.342860397988,70
993.948463076432,657.976880232493,30
993.934646273338,657.435285471483,40
993.928812841251,657.15136195201,50
993.925308944521,656.931666002867,60
993.914157535782,656.491239109642,70
993.91040376341,656.071687057644,30
993.907629077268,655.863527154281,40
993.900080624543,655.303434976392,50
993.896592378646,654.981786013002,60
993.895478528314,654.880528564952,70
993.894795274106,654.82828537018,30
993.889749978345,654.502243346102,40
993.888170573518,654.382742991619,50
993.88419969251,654.028008920154,60
993.877329184632,653.609533495043,70
993.857467071455,652.781664867258,30
993.852904510813,652.335216247693,40
993.848093348447,651.775710203143,50
993.839095035014,651.249882434992,60
993.83748207784,651.13039769927,70
993.829148840419,650.491770885404,30
993.828097632512,650.42073349109,40
993.826717720718,650.308614304536,50
993.825383747911,650.191811614984,60
993.82020503661,649.867705400047,70
993.806200670233,649.140906367631,30
993.804835316491,649.03700260548,40
993.801296767835,648.768902402555,50
993.795957872778,648.375833998691,60
993.791691285966,648.179989769041,70
993.788025211585,648.007251752184,30
993.781657913194,647.692000355163,40
993.778379864294,647.47355051036,50
993.772996505649,647.2644162776,60
993.759670583656,646.261798230548,70
993.736156569794,645.378634701825,30
