score_raw,score_transform,age
997.805862767058,1000,30
997.552807109277,968.462917154625,40
997.476308099261,952.659182484695,50
997.33770093708,943.394725991234,60
997.277389538091,936.991861206879,70
997.229605152309,921.807305501392,30
997.12487235695,907.778304103291,40
997.092279211453,902.251024370052,50
997.072497218387,900.047352499749,60
997.058984394128,897.510227037534,70
997.050361925903,894.695097544464,30
997.026146960136,892.503707732623,40
997.007419913684,890.174862204018,50
996.985540784551,886.631876712144,60
996.934263631251,880.109065966949,70
996.905234745113,877.055485989558,30
996.849718405837,871.075706833643,40
996.823536197113,868.871850982293,50
996.783824744652,865.481459569746,60
996.780690000168,864.775463240052,70
996.740435466086,860.965760055985,30
996.727003448109,858.786294499471,40
996.719428527429,857.479229669186,50
996.694904147935,854.919068997056,60
996.674176429658,853.51904777947,70
996.663401483707,851.728070421314,30
996.657652325038,850.639391362088,40
996.652648898519,850.04553622087,50
996.616308510078,848.003084221559,60
996.595830143103,845.954759916019,70
996.590066869179,845.19468988224,30
996.588924879844,844.964681031588,40
996.575129515976,842.735606051467,50
996.555177479472,841.514570604528,60
996.536667743497,838.505887579768,70
996.52733845825,837.903880874183,30
996.501226615371,836.565249695962,40
996.474224389128,835.251517858895,50
996.449744685499,832.298643251996,60
996.432156386572,830.268361665275,70
996.390421011916,828.342233798299,30
996.383719670449,827.080388562463,40
996.367306065989,826.036830226421,50
996.363677886263,825.56661929092,60
996.354357345927,824.901701810698,70
996.34220894536,822.990469018764,30
996.32585606941,821.808130013046,40
996.313665889599,819.752827178615,50
996.307279748833,818.943284612177,60
996.290892243418,816.302148840959,70
996.266002247036,814.263108508373,30
996.24672255876,812.933926857229,40
996.239989228584,812.244594889012,50
996.222323422664,810.906747205347,60
996.205485044592,807.801087268161,70
996.189286396334,806.79691838513,30
996.170161613017,805.08830541935,40
996.144513362869,802.496160266859,50
996.112631501542,799.533862139861,60
996.099655758833,798.06219795764,70
996.090736022634,796.884128556078,30
996.080007972065,795.286441874495,40
996.067381302822,793.684556396323,50
996.059642328977,792.470959192791,60
996.055065618669,791.972458229169,70
996.044573418717,790.541227869312,30
996.039330039015,789.556593090947,40
996.034606831513,788.980952607592,50
996.015560257491,787.878436632033,60
996.014634650954,787.779062002656,70
995.994486975796,786.81235726647,30
995.985068094258,785.576476093872,40
995.982040476532,785.093972139004,50
995.974036674073,783.760073856292,60
995.967539380975,783.169948914411,70
995.966395861636,783.052507079923,30
995.945224096953,781.598733036038,40
995.934399084754,780.425012232386,50
995.928972185046,779.747053802323,60
995.927912689062,779.588738217021,70
995.910568459053,777.293445279515,30
995.902441431056,776.457260512744,40
995.899405035411,776.176529961113,50
995.891746284848,774.989584793825,60
995.889101691507,774.719321440211,70
995.875892677775,773.035096509898,30
995.866935837103,771.991267145963,40
995.857814046209,771.213314260573,50
995.84825563713,769.959329561284,60
995.834710549782,769.003402203367,70
995.8299612195,768.365730063609,30
995.810930282637,766.832859312451,40
995.805135407762,766.510065463015,50
995.793055378228,764.996485284473,60
995.78215445012,763.77867765355,70
995.769841470548,762.824469736823,30
995.760109744716,762.066883121311,40
995.74511609619,760.502746396659,50
995.737816820191,760.036389300013,60
995.732137486512,759.313936533754,70
995.728037148479,758.979934537496,30
995.721489223947,758.654488175648,40
995.713094654914,758.122504042571,50
995.700201467924,757.107319851764,60
995.676576924895,754.765694504916,70
995.664012534416,753.655515743577,30
995.659684639566,753.403681725576,40
995.656163968786,752.897612115617,50
995.646175295792,752.369751808342,60
995.637949344104,751.834647869879,70
995.623141200146,751.124241924727,30
995.61917657144,750.722751818222,40
995.612358396823,749.806380720111,50
995.608249422258,749.511874277256,60
995.606331113159,749.279407602534,70
995.604250327577,748.963604241014,30
995.59889925077,748.228261484725,40
995.587782728462,747.421250247129,50
995.572334798169,745.870939480538,60
995.570556583226,745.650685385519,70
995.565586185439,744.933859326272,30
995.559856997024,744.519165849829,40
995.554448284004,743.743519348773,50
995.550314815569,743.545289036414,60
995.549381614865,743.443001644508,70
995.535661465425,742.334875997292,30
995.528079158287,741.754722617032,40
995.523266763613,741.475000744353,50
995.519676391211,741.099255624408,60
995.517091185504,740.892862931608,70
995.506553604135,739.835575280512,30
995.494756309199,738.565824319726,40
995.486120590745,737.46478027291,50
995.47428922271,736.314270257168,60
995.469454814164,735.764859998483,70
995.460484764986,735.098257560539,30
995.446787040816,734.569749742731,40
995.443649615599,734.159287904514,50
995.433683969287,733.168425780197,60
995.429171276979,732.821896998397,70
995.424078657497,732.333396217476,30
995.401646581812,730.91433464949,40
995.395463761966,730.491589416646,50
995.387849379421,729.768089298987,60
995.373210694733,729.078364044991,70
995.369817043772,728.843149389602,30
995.362145580084,728.377633921253,40
995.357985206478,727.953604988921,50
995.352579140163,727.42951228176,60
995.345356049382,727.007132402524,70
995.343729901108,726.830334616613,30
995.340421071504,726.570518415071,40
995.334206251738,726.02536023443,50
995.330888375218,725.783892807709,60
995.309657586344,724.727921482325,70
995.308718631547,724.644927857538,30
995.307393455748,724.521789766449,40
995.292125582487,723.84945926558,50
995.284965246911,723.28776274602,60
995.281972002258,723.086616445138,70
995.27699967962,722.622350327148,30
995.270201240729,722.228190981439,40
995.263907810764,721.988568053037,50
995.257237885682,721.681918917944,60
995.252237837853,721.415495527486,70
995.244896840236,721.126360828247,30
995.24375340296,721.026422133823,40
995.241709214157,720.798666282152,50
995.234501163531,720.080926643586,60
995.229130683813,719.677435076527,70
995.227534929641,719.471982135061,30
995.222709664817,719.158009259212,40
995.214960245895,718.393968600499,50
995.212352893094,718.102882673342,60
995.209518346539,717.889657678324,70
995.204073215502,717.499274341293,30
995.195516183942,716.835096886553,40
995.188136787901,716.083284729708,50
995.186918395512,715.954229689439,60
995.183978041229,715.76879125026,70
995.177980249929,715.457664388317,30
995.175597269948,715.24613140927,40
995.168048874872,714.811727938009,50
995.154604898648,713.970735400288,60
995.149950600606,713.686977972662,70
995.14412790977,713.130819243725,30
995.136704793286,712.762605459472,40
995.130506090929,712.516409791952,50
995.129347661744,712.464818765188,60
995.122867015155,711.907474977231,70
995.117205757778,711.649647719074,30
995.114143683288,711.521761065755,40
995.112204954608,711.415391691487,50
995.108692964088,711.235002067991,60
995.097801186045,710.831635409358,70
995.089713933482,710.243047747543,30
995.07925958503,709.853534527521,40
995.072583800184,709.479259742404,50
995.068354265439,709.162415891803,60
995.067126888317,709.083993365344,70
995.058806606378,708.675338459614,30
995.039240855446,707.770513941713,40
995.033588072503,707.184592870753,50
995.028717995546,706.928878670287,60
995.024779449,706.766726786864,70
995.018663416512,706.420804993586,30
995.014598920896,706.119373535779,40
995.002497471982,705.654490890546,50
994.997694874996,705.266009297504,60
994.995548349038,705.028102361939,70
994.991893608109,704.825014216483,30
994.984579260016,704.25583366564,40
994.976092296876,703.742556262813,50
994.972002215403,703.452685873706,60
994.957179098371,702.853404286667,70
994.947682533413,702.374404177255,30
994.941900948701,701.803538949072,40
994.932774815934,701.492200194898,50
994.927785938732,701.068794824856,60
994.9227062205,700.638545526745,70
994.921651482565,700.586780871044,30
994.903969414979,699.961948495021,40
994.893425772204,699.226984508047,50
994.878960817269,698.74516550807,60
994.870092164458,698.077361061268,70
994.86560204756,697.916113759329,30
994.861443309256,697.519605289588,40
994.858891656346,697.358562483418,50
994.856952931064,697.216937390987,60
994.848601381983,696.689747151315,70
994.837207712001,696.244527401406,30
994.834125330285,696.080839358711,40
994.829293971034,695.762533286951,50
994.822066716181,695.333955339847,60
994.817953793329,695.031457931886,70
994.798058258426,694.378886166544,30
994.791348235628,693.844985928377,40
994.785704484763,693.476053005877,50
994.779263182741,693.135800959638,60
994.774049254478,692.862772588647,70
994.771853016521,692.752783275263,30
994.761090072938,692.343946484279,40
994.756383964581,692.044456077617,50
994.744405765638,691.190048059528,60
994.740557801974,690.885097968423,70
994.736970869999,690.637971701098,30
994.736412740506,690.575675887877,40
994.727450739837,690.085699407441,50
994.723832514693,689.740347141453,60
994.71786288163,689.152496890283,70
994.715358456808,688.987411218398,30
994.709725725929,688.468570892732,40
994.700722513807,688.170405011417,50
994.699338126305,688.041538073378,60
994.69594599449,687.787078151597,70
994.69223780975,687.492027642263,30
994.688099163273,687.16856566456,40
994.672627237581,686.524151313953,50
994.665106855245,686.239636260527,60
994.6614854189,686.025660602044,70
994.654130977651,685.65015932653,30
994.645400205716,685.314620083721,40
994.634946478639,684.731791805358,50
994.63050430787,684.466296145252,60
994.627629272777,684.256399779889,70
994.622028684364,683.994923819684,30
994.620715652438,683.887271864213,40
994.610869029011,683.53257541911,50
994.608007203343,683.415312472549,60
994.602134807689,683.139826711579,70
994.597759439474,682.929781897811,30
994.595906834078,682.729653568352,40
994.590923208957,682.394969302694,50
994.574041416059,681.711240051498,60
994.572146271652,681.59439937378,70
994.557863416612,680.855816099619,30
994.544780446269,679.861419838005,40
994.528984229152,679.281432881674,50
994.520691362977,678.942176422019,60
994.515799723239,678.778901426836,70
994.512667012379,678.572931665163,30
994.503640180545,678.058115928489,40
994.490437322206,677.651924588663,50
994.486111549576,677.47357876176,60
994.483444174727,677.318148171231,70
994.476523500852,676.955142133874,30
994.475289105181,676.856117824166,40
994.464972482015,676.287567192204,50
994.461428307504,676.076068585775,60
994.457890893002,675.892803032974,70
994.452912926659,675.709849145681,30
994.447425892186,675.289809682938,40
994.444313685903,675.068569887821,50
994.429115652179,673.915173959024,60
994.420769709048,673.463230042545,70
994.414739523167,673.000098629759,30
994.411375559705,672.799406200757,40
994.409811026429,672.69938497053,50
994.40410890131,672.402409912862,60
994.403123437389,672.312148694839,70
994.396288021492,672.0225255765,30
994.385831247035,671.453185804008,40
994.382422087157,671.242183030414,50
994.380581146473,671.182588424614,60
994.375910482877,670.981122669381,70
994.375106942593,670.893048452226,30
994.372888111127,670.753817362036,40
994.356932826674,670.218448808749,50
994.352896083789,669.958576620645,60
994.346390832424,669.623689742666,70
