SEX,AGE,score_raw,score_transform
2,30,996.279204798175,917.273177731311
2,30,996.26412493909,917.081106662772
2,30,996.256025379445,916.810809441047
2,30,996.25090723613,916.549107012529
2,30,996.23164131094,916.086168920798
2,30,996.226040929562,915.966592800637
2,30,996.221044144033,915.665835131355
2,30,996.210456317795,915.447050305251
2,30,996.198122703339,915.177369629684
2,30,996.178722259688,914.92223949776
2,30,996.176816187431,914.834999920461
2,30,996.167604383477,914.431126956857
2,30,996.165630918167,914.364835038149
2,30,996.164462209037,914.274922324192
2,30,996.160112643333,914.10708980992
2,30,996.158839263217,914.077466515047
2,30,996.154478808391,913.940805327461
2,30,996.147008685518,913.774179292587
2,30,996.14558785402,913.698046405463
2,30,996.140911236386,913.475475823816
2,30,996.133949536727,913.131657617108
2,30,996.121768085985,912.938754451749
2,30,996.11401121661,912.730435617154
2,30,996.109107895026,912.503877876986
2,30,996.106580128479,912.318919239865
2,30,996.103195460209,912.130559610085
2,30,996.084445683514,911.793530659462
2,30,996.069343808081,911.587643045333
2,30,996.056186642013,911.309644207553
2,30,996.037055184384,910.902103858211
2,30,996.033737123246,910.759301882698
2,30,996.031227317913,910.671944681672
2,30,996.018297076157,910.47506546934
2,30,996.002565191516,910.00344733759
2,30,996.00073973383,909.959471152482
2,30,995.991684801669,909.73733393486
2,30,995.973367990989,909.279534282633
2,30,995.967339529751,909.079478519432
2,30,995.965764905382,909.007701800857
2,30,995.95564389074,908.791464177806
2,30,995.954475104716,908.664100043437
2,30,995.944281305589,908.528463849357
2,30,995.937565547713,908.096437962449
2,30,995.928951597489,907.8452069653
2,30,995.926513526403,907.719797407744
2,30,995.922451719879,907.636599717912
2,30,995.911031757042,907.414533151785
2,30,995.907743156782,907.223521922003
2,30,995.900803347687,907.039196339689
2,30,995.892611897232,906.837667222373
2,30,995.873834744887,906.478258795742
2,30,995.849663804549,906.189676376406
2,30,995.840328174196,905.790151289849
2,30,995.831920093131,905.402610594015
2,30,995.827617496892,905.223383414412
2,30,995.824293642966,905.128132797711
2,30,995.803004008057,904.355723572802
2,30,995.799365683907,904.189143439254
2,30,995.794240250629,903.960714124764
2,30,995.785860677159,903.822241658297
2,30,995.781750251322,903.505502835919
2,30,995.777686789117,903.276161416529
2,30,995.741423528567,902.803194756458
2,30,995.739524643425,902.762306283588
2,30,995.73717419173,902.625035481774
2,30,995.728583076971,902.466365630713
2,30,995.709254243831,901.99414433562
2,30,995.696972327228,901.785144260638
2,30,995.68112523777,900.950378227237
2,30,995.674874129594,900.749660417786
2,30,995.669369792177,900.526229672408
2,30,995.665025233965,900.392174039232
2,30,995.651979625781,900.139227127298
2,30,995.643446532107,899.870438821826
2,30,995.627352783639,899.139207350964
2,30,995.61718039981,898.926141119368
2,30,995.600461732281,898.398296282201
2,30,995.58582736727,897.728448575615
2,30,995.57308059106,897.525596493806
2,30,995.557920505579,897.165389507172
2,30,995.5552479941,897.044036129863
2,30,995.553628790857,896.954098331028
2,30,995.537567609289,896.717062842094
2,30,995.514869417555,896.363808974394
2,30,995.505154625434,896.18877944795
2,30,995.502587942036,896.068887582031
2,30,995.485919796418,895.446087436106
2,30,995.480994540396,895.306338538051
2,30,995.476095208344,895.19510025287
2,30,995.461254999749,894.813408271211
2,30,995.455953631493,894.694936688582
2,30,995.453577171342,894.553656971549
2,30,995.444973843244,894.211443352134
2,30,995.435519033021,893.893696276639
2,30,995.433437039305,893.843756945168
2,30,995.427085775238,893.572399681045
2,30,995.40496561169,892.842242840863
2,30,995.396069183856,892.556173153494
2,30,995.385077384049,892.154906703263
2,30,995.37729985643,891.985895299952
2,30,995.374545588354,891.892902464334
2,30,995.367534539004,891.56535941815
2,30,995.364469678662,891.475469838212
2,30,995.363071422297,891.398888664201
2,30,995.326459903747,890.810430667916
2,30,995.317250251782,890.47707477672
2,30,995.2970323562,889.639425902942
2,30,995.289558387244,889.307148478135
2,30,995.255252606021,888.795726533963
2,30,995.238389804618,888.610907186803
2,30,995.208556723081,888.04527096818
2,30,995.200783645344,887.780182719091
2,30,995.198107498712,887.580664428354
2,30,995.184654355268,887.13174090907
2,30,995.178701651427,886.984947486873
2,30,995.174014363809,886.851857968148
2,40,995.151843175927,886.433218264151
2,30,995.143916126198,886.300406878742
2,30,995.096582861166,885.7307910746
2,30,995.08864926076,885.574115544273
2,30,995.060927500443,884.442051464767
2,30,995.024088437553,883.834771178748
2,30,995.020497612898,883.665589039631
2,30,995.018012631534,883.468906493234
2,30,995.014726204935,883.188897582218
2,30,994.999190229909,882.978876246844
2,30,994.980346981474,882.498379963189
2,30,994.974391137992,882.272494638209
2,30,994.968721915787,882.078342573926
2,30,994.957105397164,881.942071291458
2,30,994.933880013211,881.37838853969
2,40,994.931618370821,881.285566517801
2,30,994.915346505501,881.030029136646
2,30,994.894741093258,880.625251884272
2,30,994.889178839093,880.505786965892
2,30,994.883017444805,880.2279145758
2,30,994.863981628852,879.918308198957
2,30,994.848682914105,879.557021780891
2,30,994.842014281042,879.343851387734
2,30,994.823622844386,879.092775846285
2,30,994.787508940619,878.008642460023
2,30,994.782042026046,877.873567799841
2,30,994.756731890121,877.504791419248
2,30,994.744385708567,877.376515118817
2,30,994.711530699454,876.671214798896
2,30,994.689900343741,876.302996581302
2,30,994.684309884231,876.228992559163
2,30,994.664428244661,875.74207833125
2,30,994.659032143142,875.535577619296
2,30,994.64599286868,874.895696918027
2,30,994.643401983235,874.665689201806
2,30,994.629733599383,874.357969446642
2,30,994.620215185263,874.243687481288
2,30,994.603211742891,873.939232480791
2,30,994.602451238753,873.905002817073
2,30,994.586920979436,873.564244604259
2,30,994.559101128087,872.799997628107
2,30,994.534630057422,872.550482589425
2,30,994.504811611732,871.945475925366
2,30,994.494483039815,871.802752059305
2,30,994.488982994466,871.652328085604
2,30,994.463580572637,871.193091883852
2,30,994.457314528116,870.941059378099
2,30,994.452896670484,870.867330112689
2,30,994.444092888524,870.633759352291
2,30,994.431000872442,870.422824108196
2,30,994.412358602595,870.008155950591
2,30,994.391084961872,869.347663309982
2,30,994.377127285409,868.945354038622
2,30,994.28576034361,867.827883520493
2,30,994.278835381897,867.623106241508
2,30,994.252466842768,867.26874740932
2,30,994.248179404442,867.162374882545
2,30,994.226985914887,866.808559953895
2,30,994.21641031023,866.426471619774
2,30,994.209626029479,866.036161231685
2,30,994.202271161103,865.852814966299
2,30,994.184010383504,865.358797307303
2,30,994.163832114123,865.124743322897
2,40,994.154692645818,864.760701872392
2,30,994.120881279046,864.202321970673
2,30,994.080511484382,863.7257789968
2,30,994.070930558862,863.363080947546
2,30,994.065363114015,863.203097332615
2,30,994.056546649247,863.063542129994
2,30,994.055288879439,862.994786427032
2,30,994.020953794273,862.461736248089
2,40,993.982645295851,861.181980863323
2,30,993.976377077568,860.913184324579
2,30,993.949035568519,860.383059090213
2,40,993.89540028305,859.794786671465
2,30,993.870019732019,859.124148013514
2,30,993.858681131775,858.915087742917
2,30,993.851074476959,858.723504228966
2,30,993.848715319112,858.642567308876
2,30,993.835168091589,858.416776989362
2,30,993.803966470936,858.000868511188
2,30,993.785400823281,857.725074823502
2,30,993.771633178143,856.979621871649
2,30,993.766311711045,856.711587991597
2,30,993.691498317977,855.830275833366
2,30,993.680029467977,855.455134292771
2,40,993.652490920195,854.687402174068
2,30,993.636588565294,854.330452295351
2,30,993.617778902545,853.873705730425
2,30,993.607588453867,853.64402032243
2,30,993.584984216353,853.210376635695
2,40,993.554576341286,852.429504546335
2,40,993.545531914186,852.247118600822
2,30,993.531615483827,851.811053021257
2,30,993.517372199923,851.469758015212
2,30,993.486151667475,850.87993534708
2,40,993.474321913734,850.512789235834
2,40,993.439564958444,849.884147231255
2,40,993.41970508611,849.367467212074
2,40,993.397602311602,848.882755509248
2,30,993.387990823468,848.638002594228
2,40,993.325633053235,848.066125599365
2,40,993.303376741942,847.851289995933
2,30,993.28865172979,847.595965417838
2,40,993.27632030396,847.30947441538
2,30,993.256382984808,846.918881206988
2,30,993.248724611581,846.706462139671
2,30,993.224582817907,846.334303425311
2,30,993.207145199648,846.093377434773
2,30,993.180976556209,845.678968619625
2,40,993.15876826879,845.270744405165
2,40,993.134983705642,844.73124996809
2,40,993.11259011583,844.445293566306
2,40,993.052227336664,843.868843853221
2,40,993.025297952501,843.537703629038
2,30,993.011265112088,843.339152049896
2,30,992.980158094944,842.858328109131
2,40,992.943230113925,842.032731440443
2,40,992.926399789121,841.541765528612
2,30,992.909556308625,841.275611542764
2,30,992.899605370978,841.09222785167
2,40,992.836086711059,839.586649882005
2,40,992.829828694338,839.459084950467
2,30,992.804894482968,838.814942150485
2,30,992.788661472491,838.485002780031
2,30,992.7641813255,838.044501779338
2,40,992.741199577519,837.819141584121
2,40,992.715670666381,837.058697466891
2,40,992.645318793837,836.374617621195
2,40,992.615718332476,835.945901260366
2,40,992.586013895315,835.594653869744
2,40,992.558333133861,835.190628996132
2,30,992.543335538345,835.0423190894
2,30,992.504486879038,834.616795002453
2,40,992.488556526511,834.310946382152
2,40,992.464063660604,834.06411501563
2,40,992.403704218467,833.387783756985
2,40,992.33111249633,832.521085899024
2,30,992.324998283399,832.394416849243
2,40,992.310522897849,832.115621643601
2,40,992.289986488679,831.858244728322
2,40,992.271423251006,831.42803639559
2,30,992.241436075956,830.790204059932
2,40,992.235910235089,830.504811301989
2,40,992.122939667935,829.048920298238
2,30,992.080092125833,828.677568436891
2,30,992.078894023898,828.589949745324
2,40,992.066098653777,828.41913735145
2,40,992.039735397397,828.028474045032
2,40,992.007939406397,827.707533284676
2,40,991.952791119117,827.134329312432
2,40,991.921135068421,826.55374077846
2,40,991.912257560373,826.368509753777
2,40,991.907498686014,826.237514063542
2,40,991.820482384862,825.515772609061
2,30,991.782172012404,824.536218437309
2,30,991.774042171592,824.445598676994
2,40,991.74966633353,823.909966624275
2,40,991.740062182496,823.635777704283
2,40,991.691204606496,822.774329079517
2,40,991.66430446975,822.413134528594
2,40,991.632941137222,821.717013601539
2,40,991.617784851078,821.598288404715
2,40,991.587610761144,820.952822992106
2,40,991.569642452175,820.607003205427
2,40,991.552332151978,820.338316822833
2,40,991.548122913271,820.263624403253
2,40,991.516562571526,819.944433196836
2,40,991.505579637459,819.651591898088
2,40,991.500436220369,819.477652734199
2,40,991.46892862828,819.165400112523
2,40,991.451321426493,818.963984926663
2,40,991.415951610365,818.63276273247
2,30,991.407604217471,818.492430409106
2,40,991.395896262709,818.256417479234
2,40,991.313334271299,817.429019106141
2,40,991.281831052489,816.977937735322
2,40,991.27266106445,816.773872867276
2,40,991.21155908204,816.190753876164
2,40,991.199194023124,815.767094768581
2,40,991.167650288677,815.520287476511
2,40,991.146224898108,815.233833722553
2,40,991.134271502279,814.97402554557
2,40,991.120469565898,814.634690081987
2,40,991.080310805927,814.011414349244
2,40,991.073069142042,813.838267315293
2,40,991.056587063969,813.526509312693
2,40,991.029627367405,813.049854032386
2,40,990.998431712656,812.476535377119
2,40,990.976739504224,812.150330000437
2,40,990.938262809807,811.683851846916
2,40,990.90979272624,811.195266185139
2,40,990.89755688674,811.04111592687
2,40,990.880953589015,810.822648514688
2,40,990.859507967219,810.540334328357
2,40,990.757693939851,809.519808280887
2,50,990.733489442726,809.297229019022
2,40,990.728813873537,809.156481011767
2,40,990.681630702408,808.18867709262
2,50,990.673575799653,808.015698350539
2,40,990.65988955638,807.738708807402
2,40,990.629702949683,807.306706776022
2,40,990.599119845203,806.815444770564
2,40,990.589209462216,806.586978153233
2,40,990.575793018921,806.41729352017
2,40,990.552210001346,806.090978126296
2,40,990.502134135127,805.42128420279
2,40,990.484801788293,805.025629636142
2,40,990.453633298847,804.454253417826
2,40,990.397753308226,803.414277393078
2,40,990.380124788049,803.257947516994
2,40,990.367515994776,802.927929256256
2,40,990.361256059676,802.857429384508
2,40,990.357058829877,802.778418402638
2,40,990.333533241137,802.386805734175
2,40,990.326856490259,802.229709095446
2,40,990.311864296288,801.981466531846
2,40,990.309450408845,801.943224514222
2,40,990.292853505475,801.516144219439
2,40,990.219541957948,800.923921216521
2,40,990.217398091377,800.870801904728
2,40,990.175995806976,800.412245393548
2,40,990.171217285685,800.277505891858
2,30,990.108734926394,799.745713514202
2,40,990.091513617523,799.366827851265
2,40,990.078512613047,799.222505093346
2,40,990.057653450275,798.885167106951
2,40,990.029794291624,798.50074413089
2,40,989.997372549085,798.193073139465
2,40,989.959260976847,797.751015604318
2,40,989.950264222679,797.645454717157
2,40,989.93991690244,797.563335849095
2,40,989.936545365083,797.483252923305
2,40,989.91495578232,797.213093033563
2,40,989.90538859407,797.065855676452
2,40,989.900767400781,796.988526306258
2,40,989.87016554631,796.328912858999
2,50,989.822924653505,795.52616929461
2,50,989.790989005824,794.993894309621
2,40,989.741507365071,794.460900510835
2,40,989.732092039361,794.2931606053
2,40,989.712281814167,794.138671528835
2,50,989.658864432313,793.273135631097
2,40,989.628454719124,792.874899402252
2,40,989.61852422791,792.584243292814
2,40,989.60457672936,792.365910990546
2,40,989.571960950313,791.869255091152
2,40,989.559118253438,791.669651216671
2,40,989.539836889212,791.353344980497
2,40,989.513084266576,791.110613997258
2,40,989.467384639326,790.64899094794
2,40,989.448215469863,790.441688299886
2,40,989.43648181259,790.297233586568
2,40,989.420284300251,790.166645122441
2,40,989.409107400196,789.939869787829
2,40,989.405219594089,789.835145527363
2,40,989.376664391565,789.338606580345
2,40,989.3652980433,789.22266754719
2,40,989.361129729332,789.165758869755
2,40,989.342214444267,789.038850315281
2,40,989.331821165539,788.821511861531
2,40,989.322457173387,788.583551044179
2,50,989.320138155956,788.48021522486
2,40,989.308035598916,788.219574217933
2,40,989.273467054912,787.90200322525
2,40,989.240685588021,787.509143991536
2,40,989.236062868785,787.383110906767
2,40,989.216924810881,787.157341863827
2,40,989.214581354464,787.090397342274
2,50,989.202554014537,786.979996892856
2,40,989.179034438677,786.673349253776
2,40,989.163681920359,786.235367722537
2,40,989.1414996754,786.006775077377
2,50,989.121608217732,785.740091703286
2,40,989.115652472966,785.657067492299
2,40,989.103598418428,785.482739891483
2,40,989.082020824316,785.165290623588
2,40,989.070495321353,785.040737560955
2,40,989.061544928384,784.888726404229
2,40,989.059310205035,784.746042498178
2,40,989.056843380098,784.695127342153
2,40,989.049244037606,784.5841100556
2,40,989.023430936382,784.346182008198
2,40,989.019135566067,784.207779098101
2,40,989.013195497971,784.07159868715
2,40,988.995084679038,783.873318209665
2,40,988.989584199844,783.633998471678
2,50,988.946587942954,783.202619015631
2,40,988.932889492295,782.962905708646
2,40,988.900758626578,782.657552255944
2,40,988.892467341225,782.331879114452
2,40,988.852264595161,781.825787290618
2,40,988.845313592491,781.62523979022
2,40,988.816779224424,781.428993583166
2,40,988.813828989019,781.381456162231
2,40,988.783731209867,780.962184077684
2,40,988.77726749372,780.852168205722
2,40,988.771168658037,780.778678606464
2,40,988.748687135816,780.415477810469
2,40,988.738571196745,780.280827801428
2,40,988.713407754789,780.084645033812
2,50,988.708489779459,780.002375628274
2,40,988.69495355612,779.870527898853
2,40,988.666420857788,779.581930500844
2,40,988.652940619322,779.35495619201
2,40,988.632129663774,779.098799393546
2,50,988.579353323558,778.634941924392
2,40,988.559997044294,778.483902856896
2,40,988.552686929441,778.384776611432
2,40,988.537455339563,778.279847165395
2,40,988.527821652725,778.136209095874
2,40,988.451814423389,777.438187063877
2,40,988.435470340236,777.269375499316
2,40,988.422031897239,777.125563239351
2,40,988.415326996666,777.057608218007
2,40,988.404500624819,776.91897657735
2,40,988.401903951301,776.875074984823
2,40,988.398000099923,776.742367138121
2,40,988.392767752279,776.633294715576
2,40,988.385159469188,776.517197994611
2,40,988.361574161694,776.151244997562
2,40,988.317371067105,775.708952212664
2,40,988.303823169312,775.551355628178
2,40,988.287985998846,775.417347424776
2,40,988.274429926219,775.291499044927
2,40,988.259162661416,775.16913802659
2,50,988.238460912155,774.92268744862
2,40,988.223381247319,774.80529718961
2,50,988.209089065476,774.691776810252
2,50,988.18410897794,774.528074137366
2,40,988.179306662473,774.470083503373
2,40,988.166106428762,774.332592562797
2,40,988.134869981111,774.06716187795
2,40,988.118903758056,773.742946940962
2,40,988.106305834897,773.625735324622
2,50,988.093258105494,773.398901149978
2,40,988.070680154885,773.209194408756
2,50,988.054490977496,773.029344590761
2,40,988.033011361446,772.828548312975
2,40,988.022177713525,772.716489360831
2,40,987.996329838971,772.279494356995
2,40,987.995196649486,772.259981810864
2,50,987.991523500146,772.14771383682
2,40,987.981397804243,772.025091192061
2,50,987.972525152571,771.827456942271
2,50,987.968993221397,771.739092608828
2,40,987.966141560583,771.572094095473
2,40,987.963258029104,771.515707003521
2,40,987.947019625967,771.361480948297
2,40,987.925136758215,771.08362722199
2,30,987.914765744073,770.981595227208
2,40,987.902345687285,770.834491076421
2,50,987.900123695349,770.765422087823
2,50,987.887780662103,770.673034115382
2,40,987.876434217032,770.452279626258
2,50,987.870096234845,770.398309614859
2,40,987.861344430946,770.222154468107
2,40,987.853050510728,770.095964336544
2,40,987.84178445529,769.914738642289
2,40,987.828189307167,769.772291458253
2,40,987.818024050811,769.571855406034
2,50,987.788334214874,769.150687768371
2,50,987.776616395316,769.030649474586
2,40,987.757237527169,768.749216168101
2,50,987.715003056518,768.198043686469
2,50,987.700605211545,767.981328604809
2,40,987.691857315305,767.81774746451
2,40,987.677078018555,767.623633060291
2,40,987.653158841241,767.326868433563
2,40,987.623600641996,767.114217637185
2,50,987.607873300671,766.725407110908
2,40,987.604229060852,766.587023517908
2,50,987.582771171685,766.458196551464
2,40,987.575224976924,766.352065509728
2,40,987.569329289597,766.299048406187
2,50,987.554227871625,766.151627738883
2,40,987.548881047592,766.035816469577
2,50,987.522010793003,765.755416194244
2,40,987.513908133906,765.666432313617
2,50,987.502141186757,765.531339810532
2,40,987.48545594435,765.309280539287
2,40,987.473610260259,765.121806568619
2,50,987.46783386862,765.073776893066
2,40,987.466881074486,765.064886634921
2,40,987.437565256802,764.867833351877
2,50,987.420051185561,764.671820833702
2,50,987.398398204577,764.525415706531
2,40,987.390383120287,764.408972311349
2,40,987.386035552558,764.374786482232
2,50,987.376609902387,764.277339504583
2,40,987.35429676327,764.078089149926
2,40,987.347001738541,763.926395751586
2,40,987.341264287328,763.840755351355
2,50,987.333118435075,763.785452299631
2,40,987.324186690189,763.706486230261
2,40,987.320124956653,763.645561444364
2,50,987.310957985862,763.581552324983
2,40,987.29612930699,763.358386735268
2,40,987.286567899702,763.221074708885
2,40,987.282462421827,763.164847735537
2,40,987.239452159435,762.826091428313
2,40,987.233464513644,762.694735902644
2,40,987.21784909743,762.602893294516
2,50,987.193163914713,762.437918936071
2,40,987.184899063108,762.17558355683
2,40,987.178093903908,762.122102199377
2,40,987.168371444458,762.015916770433
2,50,987.156817840071,761.884864907469
2,50,987.122437460944,761.610968602744
2,50,987.11886845129,761.487791335545
2,40,987.109418249852,761.375621287336
2,50,987.10395555211,761.298941631852
2,40,987.09585961865,761.149090678763
2,40,987.090488886558,761.090284234822
2,40,987.076603837129,760.993755014717
2,40,987.069439677725,760.891667499867
2,40,987.048875337494,760.698272764508
2,40,987.038450968804,760.547818155833
2,40,987.005815193566,760.167632650452
2,40,986.998583307687,760.03964868592
2,40,986.954772420827,759.448663997703
2,50,986.944469522514,759.331347540432
2,50,986.942850000548,759.250458228352
2,40,986.931921352088,759.079407272565
2,50,986.906301695899,758.816130128514
2,40,986.885996681078,758.593942463179
2,40,986.88207585758,758.503831175722
2,40,986.876819454398,758.360946116319
2,40,986.874887834195,758.335927394201
2,40,986.871084448077,758.247170940546
2,50,986.8681949526,758.149939042639
2,40,986.852359354584,757.995755024709
2,50,986.839670787449,757.789322470263
2,50,986.81918217998,757.569900505209
2,50,986.796993914935,757.346344699262
2,40,986.791213555786,757.310525794563
2,40,986.772319231934,757.046592507617
2,50,986.767627012463,756.997011516213
2,40,986.739277408008,756.767128073359
2,40,986.727925114553,756.474913246678
2,40,986.710906252983,756.27766834727
2,50,986.705313818904,756.182773281052
2,40,986.699733228567,756.049490426798
2,40,986.683985978992,755.88659788064
2,40,986.679802184738,755.817317210629
2,50,986.659758247494,755.598538521627
2,50,986.641722415923,755.410114265824
2,40,986.624380510443,755.201039654112
2,40,986.595589081595,754.93165398675
2,50,986.56798862406,754.540204035779
2,50,986.555560447704,754.394173345085
2,40,986.547181255731,754.287362520149
2,40,986.54041265869,754.207448874985
2,50,986.519391447909,753.91856231234
